user_id,password_length,used_special_characters,keyboard_language,login_attempts,was_capslock_on,session_ip,browser_tab_count,challenge_sequence,timezone,typing_speed_wpm,ip_reputation_score,leak_match_flag,risk_label,uses_special_char,capslock_on_flag,short_password_flag,many_login_attempts_flag,fast_typing_flag,timezone_offset_hours,risk_score_heuristic,security_outcome,target
975c1c7e-9d27-4cb4-891a-de968e2feb40,14,no,CN,4,no,34.110.43.12,50,5-5-6-2-9,UTC-11,223,0.96,0,1,0,0,0,1,1,-11.0,5,confirmed compromise,1
f34c73a3-c7da-4d03-893c-b0fe4f24cd7c,16,yes,JP,2,no,10.181.222.8,10,2-4-3-3-9,UTC-12,62,0.08,0,0,1,0,0,0,0,-12.0,0,normal,0
ac8bb268-08e5-4d23-a96e-d23046359acf,8,yes,RU,1,no,100.145.134.171,13,2-8-7-7-7,UTC-10,104,0.26,0,0,1,0,0,0,1,-10.0,1,normal,0
d10d5e6d-1a8e-4331-8503-9dc05860b79d,5,yes,CN,1,no,96.111.141.165,4,4-5-7-6-7,UTC+2,107,0.16,0,0,1,0,1,0,1,2.0,3,normal,0
e41bdea0-c70b-4691-abba-8ebd4a0bdeb0,18,yes,FR,2,no,117.210.222.227,9,3-1-5-7-5,UTC+9,31,0.06,0,0,1,0,0,0,0,9.0,0,normal,0
a46bece2-6fe4-4570-882d-9ace57701955,11,no,US,1,no,45.43.213.238,6,9-9-1-6-7,UTC-6,60,0.99,0,1,0,0,0,0,0,-6.0,1,confirmed compromise,1
b1033309-d28d-4ca8-9f39-de2b23c1a692,12,no,FR,10,no,59.149.103.246,1,4-2-8-6-7,UTC+6,27,0.98,0,1,0,0,0,1,0,6.0,4,confirmed compromise,1
2a2bd1f4-9c2b-48c2-9ae1-399bcdbf22e9,8,yes,CN,1,no,142.138.218.217,9,5-2-6-5-3,UTC+9,58,0.17,0,0,1,0,0,0,0,9.0,0,normal,0
8a37588b-d429-4804-8f94-318c8b4067d6,17,yes,ES,9,yes,73.99.123.119,50,5-7-2-3-2,UTC-2,122,0.08,0,0,1,1,0,1,1,-2.0,5,normal,0
a969f873-6a78-454e-8274-1d4275cdacb0,8,yes,CN,14,yes,226.98.20.186,1,7-4-3-2-4,UTC-10,27,0.02,0,0,1,1,0,1,0,-10.0,4,normal,0
30222371-debb-4442-969e-d4ac1c10346c,6,yes,CN,1,no,82.30.209.73,9,6-5-4-4-3,UTC-9,64,0.05,0,0,1,0,1,0,0,-9.0,2,normal,0
a2af3425-9e8e-4be7-a708-b14f0ea8a98f,20,yes,DE,1,no,14.131.148.38,9,3-8-9-2-7,UTC+10,48,0.02,0,0,1,0,0,0,0,10.0,0,normal,0
2d26516b-0c02-4ca0-a264-c7e08324a24a,16,no,UK,2,no,98.104.48.229,8,2-8-5-4-9,UTC-5,52,0.03,0,0,0,0,0,0,0,-5.0,1,normal,0
3731d604-e719-412e-b80f-6095ca4cdd50,17,yes,ES,4,no,147.242.225.60,50,6-9-8-2-9,UTC-7,17,0.11,0,0,1,0,0,1,0,-7.0,3,normal,0
7b7bf77d-00ba-4acb-9078-a9886cf79050,14,yes,US,6,yes,176.74.112.175,1,4-8-2-1-8,UTC+7,10,0.94,0,1,1,1,0,1,0,7.0,4,confirmed compromise,1
223e0f8c-60c6-4e74-b275-c4f9d8c69f6c,13,no,JP,2,no,174.88.64.65,7,5-5-6-9-3,UTC+2,17,0.01,0,0,0,0,0,0,0,2.0,1,normal,0
a16ac54e-3633-458a-b6b4-1560ce6f3797,15,no,CN,1,no,4.193.184.240,3,7-2-6-9-7,UTC-9,60,0.03,0,0,0,0,0,0,0,-9.0,1,normal,0
8b865cc0-8095-43db-aaec-ce7d23b7b2b5,8,no,ES,3,no,12.206.77.74,20,1-7-5-5-9,UTC+9,45,0.03,0,0,0,0,0,0,0,9.0,1,normal,0
8f60d4e8-1254-4a75-8fa2-32397cde163a,13,yes,JP,14,yes,80.57.214.67,30,5-9-5-7-6,UTC-6,10,0.11,0,0,1,1,0,1,0,-6.0,4,normal,0
2940cc56-0dbd-46b0-b124-a24ecee374c0,9,no,RU,1,no,220.183.188.90,12,8-8-4-4-5,UTC+7,98,0.18,0,0,0,0,0,0,0,7.0,1,normal,0
5e881827-ced8-4abc-8a8c-10c9642d9800,4,yes,CN,1,no,103.82.132.245,7,8-8-9-7-6,UTC+12,65,0.05,0,0,1,0,1,0,0,12.0,2,normal,0
dc172af8-3f6b-47e8-b371-00d17d4b3e05,7,yes,UK,1,no,169.129.80.89,11,4-4-5-2-7,UTC-5,50,0.03,0,0,1,0,1,0,0,-5.0,2,normal,0
8bc05576-02ac-49eb-a57a-4bc02f6fa576,11,yes,FR,1,no,84.170.84.89,8,5-7-1-2-4,UTC-6,37,0.01,0,0,1,0,0,0,0,-6.0,0,normal,0
a3186e13-ead1-498f-8480-b49f57a77bbc,15,yes,US,6,yes,239.98.142.155,30,1-5-9-8-8,UTC+10,103,0.24,0,0,1,1,0,1,1,10.0,5,normal,0
ad9e5ad9-271e-44dc-be8a-100cc1d740ce,13,yes,FR,1,no,98.151.189.186,10,4-6-6-7-3,UTC+2,79,0.0,0,0,1,0,0,0,0,2.0,0,normal,0
d31ce73e-c0c0-4d63-ae45-78c3908dbd8f,16,no,UK,1,no,84.28.117.79,12,8-3-9-4-5,UTC+8,63,0.06,0,0,0,0,0,0,0,8.0,1,normal,0
7dbbfb36-c0ed-4348-875c-de36fb4f372a,9,yes,JP,1,no,179.125.165.204,14,1-3-2-1-5,UTC+0,64,0.19,0,0,1,0,0,0,0,0.0,0,normal,0
412dab1c-b66f-43f1-a3f8-dd831793bbda,12,yes,FR,1,no,10.36.222.226,11,4-1-9-1-1,UTC-6,63,0.19,0,0,1,0,0,0,0,-6.0,0,normal,0
152b7bed-80b3-42cc-a936-efa213c666e8,19,no,DE,2,no,82.221.131.30,11,3-5-9-6-9,UTC+6,77,0.93,0,1,0,0,0,0,0,6.0,1,confirmed compromise,1
96cda047-70f7-4ff4-b57d-1094c9e30b01,10,yes,ES,1,no,118.32.242.174,5,7-8-3-6-1,UTC+4,52,0.99,0,1,1,0,0,0,0,4.0,0,suspected abuse,1
6a354231-69f3-4f68-bcdd-31db0da201d6,4,no,CN,1,no,14.242.197.102,2,6-4-5-7-6,UTC+7,46,0.04,0,0,0,0,1,0,0,7.0,3,normal,0
8196c5b2-6649-4fab-9bbc-cd62626bc075,16,yes,RU,12,no,220.247.243.131,1,3-1-4-5-9,UTC-12,130,0.01,0,0,1,0,0,1,1,-12.0,4,normal,0
9e565c9e-ef2e-466c-8d52-7c047116a2ee,13,yes,FR,1,no,78.188.83.53,13,5-7-5-8-2,UTC-11,69,0.0,0,0,1,0,0,0,0,-11.0,0,normal,0
724f3567-5f16-45f9-9ffb-1cf7058d2ce0,6,yes,JP,2,no,197.191.247.53,1,5-9-3-6-2,UTC+6,103,0.04,0,0,1,0,1,0,1,6.0,3,normal,0
59f3e24b-bce2-48a8-86cd-969c412f27ff,20,no,FR,1,no,24.10.197.45,14,2-1-2-2-9,UTC+9,60,0.06,0,0,0,0,0,0,0,9.0,1,normal,0
5cb7a721-e58d-464d-ba8a-02689217a4d7,18,no,JP,7,yes,17.116.244.53,1,1-2-6-9-8,UTC-9,31,0.11,0,0,0,1,0,1,0,-9.0,5,normal,0
1fdcfec5-2657-4dc9-a61e-9d6c2acd41bb,20,yes,CN,2,no,11.207.93.79,6,5-7-9-9-1,UTC+12,62,0.06,0,0,1,0,0,0,0,12.0,0,normal,0
cad88518-65ae-4700-b651-f0a3dddfbb72,17,yes,CN,2,no,169.67.172.242,5,8-2-6-6-2,UTC-1,29,0.03,0,0,1,0,0,0,0,-1.0,0,normal,0
a3e40f44-b936-4c45-87e7-4e6fef915c19,14,yes,JP,8,yes,42.43.222.53,50,8-2-6-8-6,UTC-3,48,0.01,0,0,1,1,0,1,0,-3.0,4,normal,0
abacc373-5c6b-428e-98bc-5a747aca544e,11,yes,ES,2,no,168.165.31.9,1,4-5-3-5-4,UTC-6,78,0.08,0,0,1,0,0,0,0,-6.0,0,normal,0
869f9fe1-ebcc-4f24-b515-7bb120940d22,6,yes,FR,1,no,226.227.166.178,6,6-2-2-7-9,UTC+9,59,0.04,0,0,1,0,1,0,0,9.0,2,normal,0
b4894c2f-d9d8-49f8-9cbe-149fba5e9bb4,11,no,JP,14,yes,201.199.120.44,1,5-2-8-5-8,UTC+10,125,0.02,0,0,0,1,0,1,1,10.0,6,normal,0
ff4f4945-4e3b-4375-ae2f-be975d902397,10,no,DE,1,no,12.58.186.13,12,4-1-5-4-6,UTC-8,36,0.24,0,0,0,0,0,0,0,-8.0,1,normal,0
3807f49e-e964-467a-bf1e-1f895a70f30a,11,yes,JP,1,no,126.204.111.59,9,6-5-8-8-5,UTC+10,34,0.98,0,1,1,0,0,0,0,10.0,0,confirmed compromise,1
7d01cd80-ea90-4f3b-a9f8-439b50d2db75,7,no,JP,1,no,183.90.158.226,1,5-1-7-5-5,UTC+3,65,0.22,0,0,0,0,1,0,0,3.0,3,normal,0
895860e4-d117-4352-9fed-69a91d7ba97c,10,no,DE,1,yes,99.89.168.60,2,8-1-2-6-5,UTC-7,57,0.01,0,0,0,1,0,0,0,-7.0,2,normal,0
2fe92ad5-4cf3-4279-81dc-6e2b87f9a822,9,yes,CN,13,yes,130.42.248.135,1,6-9-1-9-4,UTC+7,22,0.02,0,0,1,1,0,1,0,7.0,4,normal,0
b83cb6f8-f5b0-4013-8b9c-1ccf1fd33434,6,yes,ES,1,no,239.73.241.187,3,7-5-9-8-1,UTC-9,45,0.04,0,0,1,0,1,0,0,-9.0,2,normal,0
a04b35fd-0d51-4558-a355-f11f7d5bb0d2,11,yes,JP,2,no,219.89.24.9,3,6-8-1-1-4,UTC-3,41,0.01,0,0,1,0,0,0,0,-3.0,0,normal,0
0bbfc443-11e3-484b-bd96-255b9021453f,13,no,ES,2,no,220.85.54.237,11,4-7-3-2-3,UTC-4,58,0.02,0,0,0,0,0,0,0,-4.0,1,normal,0
01e46150-4de9-44b8-aaab-57f3bfd106b1,14,no,JP,1,no,41.169.87.231,7,5-1-3-3-3,UTC-5,52,0.05,0,0,0,0,0,0,0,-5.0,1,normal,0
18bb8b2d-1714-493f-92cf-ba913690267a,10,yes,FR,1,no,211.72.215.193,1,4-5-5-5-4,UTC-1,64,0.1,0,0,1,0,0,0,0,-1.0,0,normal,0
b8959b4b-3dbf-4290-a700-3116981209a9,13,yes,DE,2,no,220.234.147.27,7,4-2-5-9-2,UTC+7,63,0.04,0,0,1,0,0,0,0,7.0,0,normal,0
6d5c6d6c-e6ef-427f-8897-05fa4cc5da84,5,yes,FR,7,yes,53.96.89.174,50,1-3-6-9-7,UTC-12,39,0.13,0,0,1,1,1,1,0,-12.0,6,normal,0
a3113669-b9d9-4041-90d5-4d9727124162,15,yes,FR,1,no,91.221.75.133,8,4-1-8-6-1,UTC-2,58,0.05,0,0,1,0,0,0,0,-2.0,0,normal,0
dfbdfdbf-8e15-4e78-abab-06d5817d0c99,12,yes,US,1,no,225.155.205.130,14,5-9-3-9-6,UTC-6,72,0.02,0,0,1,0,0,0,0,-6.0,0,normal,0
f2b06b87-91aa-40f4-91a7-2ca11e80641b,12,yes,CN,1,no,132.100.191.100,6,1-7-9-6-2,UTC+8,75,1.0,0,1,1,0,0,0,0,8.0,0,confirmed compromise,1
2143593b-7907-43f2-b3c4-8735624a6250,14,no,RU,1,no,80.56.4.192,7,9-3-3-9-8,UTC+5,76,0.03,0,0,0,0,0,0,0,5.0,1,normal,0
093de7c4-e46f-465b-83de-1951f327f751,4,no,CN,1,no,91.36.138.50,2,3-6-7-2-9,UTC+1,83,0.01,0,0,0,0,1,0,0,1.0,3,normal,0
c2831848-f697-4e9b-87f6-0a208164c84c,16,yes,RU,14,no,157.48.239.143,30,5-1-1-7-5,UTC-2,22,0.34,0,0,1,0,0,1,0,-2.0,3,normal,0
8d25d049-9670-4caf-b1b3-428f6480c648,9,no,ES,1,no,8.3.109.167,1,3-2-4-1-7,UTC-7,59,0.13,0,0,0,0,0,0,0,-7.0,1,normal,0
91fb4fb3-f797-460c-b04d-26ce31a4a4ad,14,no,CN,1,no,201.67.209.228,9,1-7-2-8-5,UTC-3,71,0.01,0,0,0,0,0,0,0,-3.0,1,normal,0
c316f9b8-f74c-41a4-9502-cb383ad15d6e,11,yes,US,1,no,220.181.70.37,10,1-2-6-7-8,UTC-6,35,0.05,0,0,1,0,0,0,0,-6.0,0,normal,0
6bad0870-08af-4973-88c2-411769d85612,17,no,DE,1,no,215.141.90.117,2,5-5-5-5-7,UTC-1,74,0.13,0,0,0,0,0,0,0,-1.0,1,normal,0
4ea0d09e-2155-4ae8-b110-b64348101ed1,4,no,FR,1,no,101.16.33.35,14,7-7-1-8-7,UTC+4,36,0.1,0,0,0,0,1,0,0,4.0,3,normal,0
df487bd2-90cd-4155-844c-8fb9e5ca2b25,12,no,FR,1,no,183.159.225.140,6,4-4-6-8-3,UTC+9,74,0.17,0,0,0,0,0,0,0,9.0,1,normal,0
68cbe54b-87c0-4679-9626-d7da3a0afe80,16,yes,FR,1,no,172.181.220.254,6,4-7-5-7-2,UTC+9,63,0.07,0,0,1,0,0,0,0,9.0,0,normal,0
0bd99dfe-cb3d-4eb0-bc0d-4f0ce1ce15eb,11,yes,RU,1,no,244.29.99.36,9,7-6-1-2-2,UTC-5,88,0.03,0,0,1,0,0,0,0,-5.0,0,normal,0
d6b1c2f3-8509-491f-85ca-4b74c9359aab,13,yes,DE,5,no,112.216.50.26,1,5-3-7-2-8,UTC-3,31,0.23,0,0,1,0,0,1,0,-3.0,3,normal,0
23f9e189-2aa4-4315-ac21-25e86d3b1238,9,no,CN,1,no,6.239.172.107,4,7-7-7-5-7,UTC+12,46,0.08,0,0,0,0,0,0,0,12.0,1,normal,0
79781c3c-1701-4f1a-8d46-98bace5fff4c,18,no,ES,1,no,8.157.127.148,7,8-2-8-4-9,UTC+12,52,0.09,0,0,0,0,0,0,0,12.0,1,normal,0
d049eb84-9c55-41c2-a1e6-42b6ca709879,5,yes,UK,1,no,254.204.208.133,5,3-8-3-7-1,UTC+3,82,0.24,0,0,1,0,1,0,0,3.0,2,normal,0
f26fcb79-594f-49b1-9481-3cdab2423d4a,9,no,FR,1,no,229.67.146.85,2,3-8-2-7-8,UTC+1,73,0.03,0,0,0,0,0,0,0,1.0,1,normal,0
26ee79a5-9812-477b-b09d-210ee54661bd,11,yes,FR,1,yes,181.112.223.162,2,4-3-9-5-2,UTC+1,59,0.04,0,0,1,1,0,0,0,1.0,1,normal,0
bf3121ee-0598-4ac8-ad3f-ccddf5b59924,16,yes,RU,2,yes,243.55.214.55,13,9-3-6-2-3,UTC-6,35,0.22,0,0,1,1,0,0,0,-6.0,1,normal,0
5436c7be-811b-45af-9c08-ed7f5a940a5e,11,yes,RU,1,no,46.232.223.221,10,4-6-1-9-2,UTC+6,81,0.09,0,0,1,0,0,0,0,6.0,0,normal,0
8a719b7b-27b7-4bf3-8407-e1342b5f4420,4,yes,RU,1,no,31.247.6.129,14,7-5-6-2-8,UTC-2,60,0.18,0,0,1,0,1,0,0,-2.0,2,normal,0
538d6498-ea21-4d43-a016-5e9771f3f59e,16,no,DE,4,no,147.186.60.195,50,4-1-7-3-5,UTC-3,45,0.02,0,0,0,0,0,1,0,-3.0,4,normal,0
6e556e5a-66a1-4041-9153-5de966323126,11,no,UK,3,yes,212.180.170.149,20,6-7-7-4-6,UTC-7,30,0.01,0,0,0,1,0,0,0,-7.0,2,normal,0
b18b6f61-fb95-4999-bc27-3fc85745e83a,6,no,US,2,no,26.137.33.60,6,3-5-2-3-2,UTC-2,62,0.11,1,1,0,0,1,0,0,-2.0,3,confirmed compromise,1
b3349b17-7c23-4de1-9065-bd5d46c6aa9f,13,yes,FR,12,yes,177.198.102.197,50,8-1-5-4-8,UTC-1,85,0.01,0,0,1,1,0,1,0,-1.0,4,normal,0
0cf1ed3c-9c00-40b5-8769-90410a360046,15,no,UK,1,no,239.186.3.147,8,6-3-6-1-1,UTC+9,29,0.02,0,0,0,0,0,0,0,9.0,1,normal,0
590e5d89-c6f1-4ec2-9e95-5c247191a6b3,15,no,FR,1,no,139.238.136.207,2,6-2-1-9-4,UTC+1,65,0.08,0,0,0,0,0,0,0,1.0,1,normal,0
61f7291d-e129-4ec8-845c-5c634e6dde40,9,no,DE,1,no,149.215.100.52,14,3-8-5-6-3,UTC+3,25,0.01,0,0,0,0,0,0,0,3.0,1,normal,0
be48be0c-0789-483b-8fac-1a9c332eb59e,4,no,DE,1,no,133.9.209.70,2,5-5-3-2-7,UTC+12,59,1.0,0,1,0,0,1,0,0,12.0,3,confirmed compromise,1
177e3652-f8ab-4941-9da4-4c802ec47fab,13,no,DE,1,no,36.230.125.67,7,5-7-1-8-6,UTC-9,64,0.91,0,1,0,0,0,0,0,-9.0,1,confirmed compromise,1
af72aa7d-0b3e-462f-82ae-d3ff95ceb8f9,12,no,US,1,yes,123.199.183.51,2,4-9-1-3-7,UTC-1,57,0.18,0,0,0,1,0,0,0,-1.0,2,normal,0
3699f16a-344b-414a-ad73-6afe2e9dae72,11,no,US,2,no,251.5.113.242,8,8-4-1-8-1,UTC-4,50,0.84,0,1,0,0,0,0,0,-4.0,1,confirmed compromise,1
b436de9c-a616-4471-b35d-824ce9482d98,10,yes,JP,1,no,188.129.179.240,9,6-3-4-5-4,UTC-9,82,0.12,0,0,1,0,0,0,0,-9.0,0,normal,0
29543633-e5fb-44fb-9c63-69e888dae917,18,no,US,1,no,217.83.117.223,3,7-8-8-1-1,UTC+4,58,0.07,0,0,0,0,0,0,0,4.0,1,normal,0
2cff8531-0672-4c37-a9c5-29d9274b2afe,8,yes,RU,8,no,132.180.42.96,1,5-1-3-3-4,UTC+2,97,0.02,0,0,1,0,0,1,0,2.0,3,normal,0
f2c999fd-509c-4dc2-910b-1ad53ba4e43f,10,no,RU,1,yes,153.16.48.144,9,7-5-4-8-3,UTC-7,17,0.03,1,1,0,1,0,0,0,-7.0,2,confirmed compromise,1
9edd667c-2e94-45d8-98c2-1d71fc151b6f,15,no,DE,1,no,178.186.143.241,4,5-1-4-4-4,UTC-12,70,0.05,0,0,0,0,0,0,0,-12.0,1,normal,0
b55c428b-4764-4772-a1b8-d52cbf3fb79a,15,yes,FR,7,yes,36.77.115.122,1,4-3-6-3-3,UTC-3,41,0.01,0,0,1,1,0,1,0,-3.0,4,normal,0
118c8325-1f95-4966-b9ad-ecdfe79a4ff2,5,yes,ES,1,no,87.136.73.165,13,4-7-4-3-4,UTC+1,58,0.0,0,0,1,0,1,0,0,1.0,2,normal,0
3be3f772-baa8-4fd5-8688-a52404bbf9f1,8,yes,CN,13,yes,55.225.198.221,20,2-3-8-7-4,UTC-11,138,0.19,0,0,1,1,0,1,1,-11.0,5,normal,0
5a1e665d-431b-4097-85ac-ad0991d32a2d,12,no,US,2,no,95.172.156.103,5,1-5-7-3-3,UTC-3,84,0.07,0,0,0,0,0,0,0,-3.0,1,normal,0
766d0cae-12c6-4bdc-b670-db874af73ffa,12,yes,RU,1,no,175.141.171.214,5,7-2-3-5-8,UTC+4,97,0.05,0,0,1,0,0,0,0,4.0,0,normal,0
3c77a105-0674-4d8c-8997-ccbcad6a356f,8,yes,UK,1,no,156.16.21.28,2,2-6-5-1-8,UTC-1,58,0.04,0,0,1,0,0,0,0,-1.0,0,normal,0
731cc7ba-cbfa-42a3-aeda-52b1800577ab,14,yes,RU,2,no,221.145.149.246,10,4-1-4-4-2,UTC-1,73,0.02,0,0,1,0,0,0,0,-1.0,0,normal,0
f53b0bc5-ed56-453e-8d3a-1201859f334c,9,yes,US,1,no,198.47.247.132,9,7-6-4-4-1,UTC-2,52,0.03,0,0,1,0,0,0,0,-2.0,0,normal,0
9d2fe4bb-db9a-491e-8e82-b030e37d730e,14,no,DE,1,no,122.19.17.187,9,9-6-6-4-8,UTC-6,65,0.23,0,0,0,0,0,0,0,-6.0,1,normal,0
2a8c2f91-8725-47ae-9a33-d1a0dc4cfe5a,13,no,DE,1,no,96.32.216.175,7,5-5-6-4-8,UTC-5,82,0.04,0,0,0,0,0,0,0,-5.0,1,normal,0
ecf1e8fc-c46e-4d70-a6c3-ee758c89fb7c,11,yes,JP,1,no,56.224.202.35,2,9-5-8-8-4,UTC+5,75,0.01,0,0,1,0,0,0,0,5.0,0,normal,0
2fee7e04-ade2-40d5-a9da-7550f767948d,13,no,US,1,no,161.120.13.126,10,2-2-1-2-8,UTC-11,56,0.17,1,1,0,0,0,0,0,-11.0,1,confirmed compromise,1
1657f06e-1cea-4ce9-ac15-b5d3863eb9dc,10,no,UK,1,no,12.211.227.242,1,5-3-7-5-4,UTC+7,70,0.06,0,0,0,0,0,0,0,7.0,1,normal,0
b659c48c-85cd-4427-ad0a-1105e1ce32f6,15,yes,FR,11,yes,45.207.11.52,1,9-6-7-6-8,UTC+6,149,0.99,0,1,1,1,0,1,1,6.0,5,confirmed compromise,1
1492928c-3863-4021-bf47-e591456a38d9,10,no,ES,6,yes,229.92.191.6,1,1-5-6-1-2,UTC-1,74,0.07,0,0,0,1,0,1,0,-1.0,5,normal,0
efe58909-459c-456e-8b84-de23613ff4f8,9,yes,DE,1,no,193.253.237.118,7,7-6-5-3-2,UTC-4,60,0.11,0,0,1,0,0,0,0,-4.0,0,normal,0
53a9c7ce-4c91-4ac8-8ca8-0a23109e1b56,17,yes,UK,1,no,96.36.50.32,11,2-4-3-5-1,UTC+1,74,0.01,0,0,1,0,0,0,0,1.0,0,normal,0
c72f0743-9f87-4e74-a482-2121cf803296,7,no,FR,13,yes,114.232.163.250,1,1-2-4-1-6,UTC+3,126,0.1,0,0,0,1,1,1,1,3.0,8,normal,0
80467ef1-e755-4994-b24f-4c21b91a79e8,11,no,RU,14,yes,158.143.71.32,30,7-6-2-5-6,UTC-5,120,0.05,0,0,0,1,0,1,1,-5.0,6,normal,0
87c4a126-354e-496b-b93c-5ea0acdd4f3f,8,yes,DE,1,no,200.108.190.34,6,9-6-3-3-8,UTC+4,70,0.01,0,0,1,0,0,0,0,4.0,0,normal,0
9fda0b81-3d2c-4ca5-9c96-6438c1722c7a,15,yes,CN,1,no,33.163.183.59,6,1-4-7-9-8,UTC+12,69,0.11,0,0,1,0,0,0,0,12.0,0,normal,0
796cc6c1-8267-4f43-912e-ddacd6814e09,11,yes,ES,1,no,150.106.201.72,9,9-1-2-8-6,UTC-3,88,0.03,0,0,1,0,0,0,0,-3.0,0,normal,0
88cf7591-9a9d-4b0f-9583-a7364b46eef6,14,yes,CN,1,no,102.63.44.104,4,4-4-6-2-3,UTC+1,46,0.17,0,0,1,0,0,0,0,1.0,0,normal,0
9464e20f-21b1-4611-80f4-99187d803931,7,yes,JP,1,no,36.169.191.135,12,9-9-2-8-7,UTC+5,41,0.01,1,1,1,0,1,0,0,5.0,2,confirmed compromise,1
5055a8d4-3251-4452-9901-6c12d9ac7d01,4,no,US,1,no,253.121.178.159,1,8-4-3-1-7,UTC-6,38,0.13,0,0,0,0,1,0,0,-6.0,3,normal,0
2c7084c9-371e-49b4-a780-d17bbd0085d3,12,yes,RU,1,no,238.47.194.111,13,7-6-8-1-8,UTC+6,46,0.12,0,0,1,0,0,0,0,6.0,0,normal,0
a57a098e-c538-410a-8d12-5c15596d430d,15,no,DE,1,no,244.92.218.122,4,3-6-7-7-5,UTC-4,71,0.07,0,0,0,0,0,0,0,-4.0,1,normal,0
4e271f59-78ab-4d67-ada3-5a8ce872bf45,14,no,US,14,yes,123.177.232.191,1,9-9-9-7-3,UTC+11,139,0.02,0,0,0,1,0,1,1,11.0,6,normal,0
b7b652d9-3a44-4eea-bcad-2392f1cfde72,5,no,DE,9,yes,7.120.18.212,30,7-6-6-6-9,UTC+7,170,0.08,0,0,0,1,1,1,1,7.0,8,normal,0
c5801663-a199-4601-9014-2c4e093f53ed,13,yes,US,2,no,28.107.247.252,14,8-7-2-1-2,UTC-12,32,0.02,0,0,1,0,0,0,0,-12.0,0,normal,0
0a2bf744-7797-4731-a466-5940b58f8406,9,yes,ES,1,no,191.51.85.202,3,9-1-6-7-1,UTC-10,64,0.12,0,0,1,0,0,0,0,-10.0,0,normal,0
a8513057-e60f-4d83-b0dd-26fbe0649ce8,6,no,FR,5,yes,1.169.101.91,1,6-4-8-8-7,UTC+5,158,0.01,0,0,0,1,1,1,1,5.0,8,normal,0
25c33da7-531b-4383-8cd5-8118f492fda2,9,no,RU,1,no,139.218.252.51,5,2-8-5-4-2,UTC-12,78,0.01,0,0,0,0,0,0,0,-12.0,1,normal,0
46e0c682-cc18-4c8f-97fc-e8db60eec986,7,no,DE,2,no,204.112.172.81,6,9-2-5-2-9,UTC+0,55,0.08,0,0,0,0,1,0,0,0.0,3,normal,0
442f3e47-0acf-4b85-a66b-aaf8248369fb,14,yes,FR,1,no,64.8.188.147,9,6-5-1-9-2,UTC-5,85,0.13,0,0,1,0,0,0,0,-5.0,0,normal,0
0f71075a-8165-43a8-aed5-5d228f88adb3,8,no,ES,10,yes,183.222.249.14,1,5-5-9-5-4,UTC+8,108,0.08,0,0,0,1,0,1,1,8.0,6,normal,0
88e75406-3a25-4cfb-ba2c-0963374a8c47,9,no,CN,2,no,134.187.148.90,14,3-6-3-5-5,UTC-9,53,0.02,0,0,0,0,0,0,0,-9.0,1,normal,0
e21fd825-a4a0-483c-af58-f333bb940ab2,8,no,ES,1,no,26.162.149.28,7,2-8-2-7-6,UTC-8,77,0.01,0,0,0,0,0,0,0,-8.0,1,normal,0
37da4865-1504-4177-b291-1002acf6ef56,8,no,CN,1,no,183.177.219.81,12,6-1-5-8-1,UTC-5,88,0.03,0,0,0,0,0,0,0,-5.0,1,normal,0
58e68f5b-d76a-4bc2-a3d5-53dce2d72c67,12,yes,RU,1,no,167.21.206.94,11,3-3-1-1-8,UTC-3,67,0.16,0,0,1,0,0,0,0,-3.0,0,normal,0
70bf82b5-9f91-4697-8d19-16075f88747e,11,yes,RU,1,no,222.80.196.114,8,9-7-7-2-3,UTC+7,106,0.93,0,1,1,0,0,0,1,7.0,1,confirmed compromise,1
d14294c1-9cd0-4d4c-8e91-4784fb645ef7,8,yes,US,1,no,158.74.40.104,11,7-9-7-6-6,UTC+1,13,0.05,0,0,1,0,0,0,0,1.0,0,normal,0
cde2fb3e-32a1-4395-b831-0b7984500820,20,no,RU,1,no,168.192.179.59,5,9-4-5-4-6,UTC-9,44,0.02,0,0,0,0,0,0,0,-9.0,1,normal,0
0680ccd6-9cd9-4995-a67d-5f96d4db3cf0,15,yes,UK,1,yes,68.65.185.146,4,7-8-2-6-1,UTC-9,65,0.06,0,0,1,1,0,0,0,-9.0,1,normal,0
18e99185-beda-4942-8d23-cc87dec3dc0d,14,yes,UK,1,no,221.65.209.22,7,8-7-4-6-9,UTC+11,46,0.12,0,0,1,0,0,0,0,11.0,0,normal,0
8e56f793-f013-47d8-997f-96ff6cb02a52,11,no,DE,1,yes,138.126.148.188,13,9-1-9-8-2,UTC+3,45,0.25,0,0,0,1,0,0,0,3.0,2,normal,0
c347d755-cdda-4cd6-8139-74248f70ab4d,12,yes,CN,1,no,146.237.185.228,9,4-3-2-8-5,UTC-3,76,0.05,0,0,1,0,0,0,0,-3.0,0,normal,0
542b0423-b1a2-4c71-a530-f81e84a99813,11,yes,ES,1,no,87.1.113.69,2,6-4-7-1-6,UTC+6,37,0.98,0,1,1,0,0,0,0,6.0,0,confirmed compromise,1
6cf98e3a-c1dd-495c-9579-b12ce9bb827b,11,no,RU,1,no,121.148.126.169,4,6-5-6-8-9,UTC+7,73,0.08,0,0,0,0,0,0,0,7.0,1,normal,0
