user_id,password_length,used_special_characters,keyboard_language,login_attempts,was_capslock_on,session_ip,browser_tab_count,challenge_sequence,timezone,typing_speed_wpm,risk_label,uses_special_char,capslock_on_flag,short_password_flag,many_login_attempts_flag,fast_typing_flag,timezone_offset_hours,risk_score_heuristic
b2c3444d-455e-49f1-b5b7-cc4fdcbe0ed9,12,no,ES,8,yes,218.229.218.3,12,7-8-3-1-5,UTC+3,94,1,0,1,0,1,0,3.0,5.0
c53b78f5-8b2b-442f-97bb-e6ab2fd4e763,20,no,JP,5,yes,96.95.21.229,1,1-5-7-6-7,UTC-5,66,1,0,1,0,1,0,-5.0,5.0
936b13d9-2df6-49c8-8550-1658cf21f958,16,yes,JP,6,no,145.219.193.146,3,4-8-5-7-7,UTC+8,34,0,1,0,0,1,0,8.0,2.0
e4888c61-cb6b-473b-a40d-a334514ab9f3,8,no,ES,10,yes,168.180.23.128,7,8-2-5-8-5,UTC+0,95,1,0,1,1,1,0,0.0,7.0
bd271a7c-850c-4b62-b4d6-19a5140db1ce,10,no,JP,7,no,129.130.233.98,4,8-5-9-1-8,UTC+1,96,0,0,0,0,1,0,1.0,4.0
fc4a8529-2dfa-4b77-8982-719048c279e6,12,no,CN,2,yes,202.184.170.54,11,9-1-3-4-6,UTC+3,25,0,0,1,0,0,0,3.0,3.0
fa910db2-2335-4383-a009-ab4112607002,9,no,CN,2,no,20.177.128.182,3,7-6-2-3-6,UTC+8,62,1,0,0,1,0,0,8.0,4.0
50c9e351-8379-485a-9e90-706ac5261a32,7,no,JP,3,yes,26.243.40.213,11,1-4-6-5-9,UTC+1,36,1,0,1,1,0,0,1.0,5.0
f51a014b-286f-4df7-a0e3-2980a092881c,11,no,ES,4,no,141.18.91.41,13,9-1-3-8-8,UTC+3,88,0,0,0,0,0,0,3.0,2.0
b426f34f-bb38-492d-85ad-c64e75b887a0,18,yes,JP,7,yes,24.131.31.62,7,6-3-4-8-9,UTC+0,42,0,1,1,0,1,0,0.0,3.0
510d7c6b-0072-4fcf-bb95-a7d26a8c0ae0,10,no,ES,8,no,210.208.32.215,12,7-8-3-1-4,UTC+1,61,1,0,0,0,1,0,1.0,4.0
de60ec74-8db7-4857-9e62-e0db66ee9670,11,yes,CN,7,yes,62.102.21.152,13,5-2-8-8-6,UTC+0,45,0,1,1,0,1,0,0.0,3.0
3793a497-4f04-4da1-b45e-49e037c2fa33,9,no,JP,10,no,162.241.127.83,8,8-9-9-9-7,UTC+8,64,1,0,0,1,1,0,8.0,6.0
85672c42-6a10-47f5-a1ce-2a4984ca876b,6,no,ES,2,no,209.34.50.128,8,8-9-1-9-6,UTC+0,45,1,0,0,1,0,0,0.0,4.0
bbe5fdb7-f2ee-46b8-a3fa-f7e9ddabef1f,6,yes,DE,3,no,222.117.20.138,14,3-7-1-2-6,UTC-5,83,0,1,0,1,0,0,-5.0,2.0
4439f309-fd4f-4598-996c-0178606929dd,15,yes,FR,2,yes,202.206.235.29,14,5-3-3-4-1,UTC-5,52,0,1,1,0,0,0,-5.0,1.0
17dfb1f8-ec80-470f-82e1-510b9b6864dc,9,no,CN,9,no,223.24.121.113,3,1-2-8-6-8,UTC+0,107,1,0,0,1,1,0,0.0,6.0
9bec7281-166c-4d69-8902-6d52b0e0047f,16,yes,CN,3,yes,148.40.36.100,8,2-8-2-6-9,UTC+3,36,0,1,1,0,0,0,3.0,1.0
bfcd4fb2-5e9a-4a81-af38-f7b2a549ff44,10,yes,EN,6,no,124.211.4.221,11,6-2-3-1-5,UTC+3,54,0,1,0,0,1,0,3.0,2.0
a8cc9e69-4627-4bb8-82a5-7a305ce45b73,12,yes,JP,7,yes,187.247.237.15,4,1-1-8-1-1,UTC+3,74,0,1,1,0,1,0,3.0,3.0
d9273b66-401f-4bf1-82f5-11ce11088e2a,17,no,FR,2,no,126.58.91.150,13,3-8-4-9-7,UTC+3,50,0,0,0,0,0,0,3.0,2.0
4ede8956-819e-404b-bb07-99293cdea0e9,6,yes,EN,10,yes,195.221.111.229,3,1-5-5-9-5,UTC+1,23,1,1,1,1,1,0,1.0,5.0
4f3dcf3a-ea0f-45af-986c-73bf4a82ee0b,11,no,ES,1,yes,72.177.54.59,11,1-6-2-7-8,UTC+3,21,0,0,1,0,0,0,3.0,3.0
451a46a7-50b3-465c-ba81-09fd1f23e7ce,8,no,EN,7,yes,169.16.72.201,13,2-8-7-3-7,UTC+0,103,1,0,1,1,1,0,0.0,7.0
c5e18a31-599a-4144-8b7b-cd618af564b9,7,no,DE,9,no,213.107.196.24,2,5-8-7-9-8,UTC+3,95,1,0,0,1,1,0,3.0,6.0
5dc4e397-5a2b-4351-87a2-d6972f1ffa83,14,yes,FR,5,no,211.232.221.228,12,1-1-6-1-4,UTC-5,35,0,1,0,0,1,0,-5.0,2.0
6965a6ff-825a-4954-a349-10db06e7b47b,14,no,JP,9,no,209.97.90.126,9,9-5-3-7-1,UTC-7,30,1,0,0,0,1,0,-7.0,4.0
198f9532-97ff-44a7-ab88-79bba59875e1,11,no,ES,6,no,203.69.182.162,11,5-4-9-4-7,UTC-5,64,1,0,0,0,1,0,-5.0,4.0
c748e607-cc66-4ff1-b017-ac8d067420eb,16,yes,DE,2,no,112.176.223.37,10,1-9-3-5-8,UTC-7,102,0,1,0,0,0,0,-7.0,0.0
ba2d77bb-4971-473d-bd2d-5ecfc029ca0a,18,no,DE,3,no,4.235.221.130,4,7-9-3-9-6,UTC+0,51,0,0,0,0,0,0,0.0,2.0
b677e776-1df9-4288-93ac-272546799f6a,18,no,EN,1,no,204.144.200.173,6,1-2-9-4-2,UTC+1,89,0,0,0,0,0,0,1.0,2.0
6043a8e8-a625-4b7c-ba50-05d0e9d2601b,6,no,DE,1,no,69.171.72.132,11,3-3-9-4-8,UTC+1,34,1,0,0,1,0,0,1.0,4.0
e477b6f2-0bdd-44b0-8e44-351d6d38be07,12,yes,EN,2,no,209.3.99.160,11,5-7-1-7-7,UTC-5,27,0,1,0,0,0,0,-5.0,0.0
005bf18d-c29f-4fda-8ab9-e32ceec0dd6c,7,yes,ES,3,no,186.3.161.218,6,4-6-9-6-2,UTC+8,69,0,1,0,1,0,0,8.0,2.0
df73b634-e394-4b0f-b23d-17c4700e24b9,16,no,JP,7,no,195.85.90.135,2,7-2-8-8-9,UTC+3,107,1,0,0,0,1,0,3.0,4.0
6c589291-50a6-45c0-9902-59ac94768830,10,yes,DE,6,yes,33.244.48.79,15,4-2-1-7-5,UTC-7,113,0,1,1,0,1,0,-7.0,3.0
eba25c95-8231-4c6f-8ebe-603966d10e0c,12,no,JP,6,yes,219.38.44.71,8,8-9-6-3-6,UTC+1,120,1,0,1,0,1,0,1.0,5.0
8d8050d8-e86f-4240-a914-704180f9c84d,10,yes,JP,9,yes,28.80.24.14,1,1-2-4-8-8,UTC+3,95,0,1,1,0,1,0,3.0,3.0
2dd738e0-d0df-4932-9e7c-399078950c10,7,no,JP,1,no,61.65.112.122,2,9-1-4-1-6,UTC+8,84,1,0,0,1,0,0,8.0,4.0
d93c4ed4-94fa-4e14-bc9d-6b550ea43900,17,no,DE,4,yes,140.215.65.47,3,2-5-3-1-2,UTC-7,83,1,0,1,0,0,0,-7.0,3.0
04502b2f-4d0a-4d48-b32f-a6c483e8a95b,9,yes,ES,2,no,178.223.116.127,15,3-9-4-6-7,UTC+1,39,0,1,0,1,0,0,1.0,2.0
4885dcbc-f439-4ff8-9163-af59503d91e4,14,no,CN,5,yes,219.179.138.132,5,6-8-1-7-2,UTC-5,91,1,0,1,0,1,0,-5.0,5.0
a84dacc3-9599-42f3-b138-39860fe1bfc0,14,no,EN,8,yes,173.215.186.109,9,5-7-6-6-8,UTC+0,39,1,0,1,0,1,0,0.0,5.0
fe243963-8b0b-4070-880b-72b060cf9e03,9,yes,JP,3,yes,133.167.108.16,3,8-1-9-7-6,UTC-7,85,0,1,1,1,0,0,-7.0,3.0
731cbf7e-f5cc-41d0-b623-0b0ed6342036,19,no,JP,7,no,203.33.151.192,14,4-4-3-2-2,UTC+8,84,1,0,0,0,1,0,8.0,4.0
4fe71093-bd72-455e-a616-325e81b4f67e,7,yes,JP,8,no,134.209.1.81,10,6-4-6-8-7,UTC+0,84,1,1,0,1,1,0,0.0,4.0
35a6e7dc-b01f-4d40-a73a-b116e13496f2,18,no,EN,3,no,89.241.53.55,1,5-5-1-3-7,UTC+0,32,0,0,0,0,0,0,0.0,2.0
7151e1a0-0556-425e-80c0-a10d578306b3,17,yes,EN,10,yes,193.234.161.235,12,9-1-8-4-6,UTC-5,41,0,1,1,0,1,0,-5.0,3.0
04211296-6fc3-470f-86c0-c55c484154ee,20,yes,JP,10,no,220.241.40.82,6,9-9-8-3-6,UTC+1,26,0,1,0,0,1,0,1.0,2.0
e44e2fe5-ee67-44f3-bd4e-8c44b9936597,13,yes,JP,5,yes,7.206.63.13,6,6-4-8-2-1,UTC-5,40,0,1,1,0,1,0,-5.0,3.0
900fdacd-7d95-4ec2-a051-c028bd1c8ea1,19,yes,JP,2,no,219.29.121.19,3,3-3-6-1-7,UTC+8,77,1,1,0,0,0,0,8.0,0.0
a231e8b6-8e36-40c6-a1f6-2342c8fddad0,15,yes,EN,7,no,78.170.225.180,7,5-9-6-9-4,UTC-7,114,0,1,0,0,1,0,-7.0,2.0
2326466c-c5c0-41eb-b770-d0ca4830c58f,15,yes,EN,10,no,48.24.104.48,11,9-9-6-5-5,UTC+3,98,0,1,0,0,1,0,3.0,2.0
7a293b24-4cc2-48d1-bc6f-b96223c622e1,7,yes,EN,2,yes,150.91.23.109,11,8-1-1-2-1,UTC-5,67,0,1,1,1,0,0,-5.0,3.0
47de9ca5-37d0-4547-9879-dbb2502fe1dc,12,no,ES,10,no,203.129.40.168,14,3-1-6-7-9,UTC+3,21,1,0,0,0,1,0,3.0,4.0
bbb1687b-2834-4bd2-b8b0-f23a25e52157,8,no,ES,2,no,152.74.80.236,14,8-2-7-2-6,UTC+8,103,1,0,0,1,0,0,8.0,4.0
c05df733-d709-4675-8475-8fd110dcf4a3,19,yes,EN,8,yes,183.39.111.66,6,5-8-3-2-8,UTC+8,57,0,1,1,0,1,0,8.0,3.0
c27683e7-0fd7-42ad-a9d2-80bcc6145184,9,no,FR,6,yes,142.57.111.42,11,8-6-6-1-7,UTC+8,82,1,0,1,1,1,0,8.0,7.0
1056039b-7176-49d0-80e0-aedd0e43dc32,9,no,EN,8,yes,16.96.39.170,10,8-7-6-6-4,UTC-7,114,1,0,1,1,1,0,-7.0,7.0
219ca3fc-f218-46db-a5ad-06b548fb4337,8,no,JP,5,no,89.3.218.156,10,2-8-1-2-2,UTC+8,24,1,0,0,1,1,0,8.0,6.0
c09595a4-50ed-432f-8039-8f45288f2c58,17,no,CN,10,no,219.253.28.181,3,9-2-9-5-3,UTC+1,66,1,0,0,0,1,0,1.0,4.0
9d2f8950-0a75-4ee3-b18a-313db1027405,6,no,EN,2,no,30.80.34.102,7,5-2-1-2-2,UTC-5,118,1,0,0,1,0,0,-5.0,4.0
9d29fe8d-630a-4a3c-8a34-c5d4d1a61a5e,15,yes,JP,4,no,200.202.135.205,13,2-8-6-3-1,UTC-5,101,0,1,0,0,0,0,-5.0,0.0
fefa858d-4fa3-433f-aedb-d78ca9608c6a,8,no,EN,8,no,159.55.1.75,13,4-2-7-4-1,UTC+1,101,1,0,0,1,1,0,1.0,6.0
53895983-1b50-46af-b7dd-442676896757,15,yes,CN,1,no,197.28.167.156,10,9-3-3-3-8,UTC+8,112,0,1,0,0,0,0,8.0,0.0
963e38bf-0b0e-4bca-9214-4389117fd474,11,no,EN,7,yes,159.171.154.84,13,8-6-1-4-8,UTC+0,116,1,0,1,0,1,0,0.0,5.0
c1f99451-ae1b-47d6-a998-1f49ae942dbf,8,no,ES,6,yes,19.238.120.159,8,9-8-8-6-9,UTC-5,56,1,0,1,1,1,0,-5.0,7.0
5aa2f3f4-2b7c-4eac-afe6-2c996634730f,19,no,DE,8,no,197.132.181.51,13,2-5-2-1-4,UTC+0,89,1,0,0,0,1,0,0.0,4.0
b89b3a80-6384-4b7a-936e-0d203baaa518,20,yes,EN,10,yes,122.106.199.167,3,9-8-9-7-2,UTC-7,46,0,1,1,0,1,0,-7.0,3.0
23b99378-c6a2-4868-ab81-3079684061f2,11,no,JP,8,no,49.2.175.104,12,8-3-1-5-6,UTC-7,24,1,0,0,0,1,0,-7.0,4.0
e2cd3d95-04c5-4254-a035-33757c544171,19,no,EN,4,yes,197.178.253.52,3,3-5-7-2-2,UTC+0,108,0,0,1,0,0,0,0.0,3.0
5b9b1f46-271f-491d-a0ac-9080bdccf5cc,13,yes,JP,4,yes,68.185.139.79,1,4-7-1-3-1,UTC+0,60,1,1,1,0,0,0,0.0,1.0
685abb94-d88f-4317-afd6-1470fadfabe2,18,yes,DE,7,no,3.83.42.230,10,6-3-9-1-3,UTC+8,90,0,1,0,0,1,0,8.0,2.0
3218f10a-a077-4051-8fa3-ab6cf2273f88,10,no,EN,1,yes,112.162.234.24,8,7-2-4-3-9,UTC+3,31,0,0,1,0,0,0,3.0,3.0
aeb8f1b9-e4b9-4ae8-8dae-0a9616cfa6e0,19,yes,EN,6,no,199.79.214.43,12,8-5-4-7-7,UTC+3,111,0,1,0,0,1,0,3.0,2.0
e566db66-4c52-496b-b177-d22370684285,11,yes,CN,6,no,192.244.64.207,5,5-1-3-8-5,UTC-5,24,0,1,0,0,1,0,-5.0,2.0
2d804bed-dd2d-41aa-b0ad-95114ea92fd6,11,no,JP,4,no,170.18.59.195,15,1-9-4-9-1,UTC+3,51,0,0,0,0,0,0,3.0,2.0
45964f12-8ca2-4eb8-acd8-49bc17d1b78a,17,yes,JP,8,no,51.148.71.81,11,4-8-5-8-6,UTC+0,75,0,1,0,0,1,0,0.0,2.0
b5e4e678-e041-4be7-bb37-e72acd8473db,16,yes,CN,10,yes,222.121.149.91,7,8-3-9-6-3,UTC+3,106,0,1,1,0,1,0,3.0,3.0
8f76bba1-ec82-47b4-9af1-80fee5b21fc7,20,no,FR,3,yes,203.140.241.222,10,9-1-2-9-6,UTC+8,86,0,0,1,0,0,0,8.0,3.0
26dbd23b-4cfd-4c46-8c80-d444f742f288,15,yes,EN,5,no,194.15.122.142,7,3-1-5-6-7,UTC+8,112,1,1,0,0,1,0,8.0,2.0
14be3e5a-467d-45bf-b0aa-c98ce2c3cdd6,16,no,EN,9,no,150.2.165.145,4,3-2-7-1-5,UTC+0,85,1,0,0,0,1,0,0.0,4.0
08af8a79-1821-4c33-b0dd-363ffd30fe92,7,no,EN,3,no,216.119.4.135,8,2-2-2-1-6,UTC+1,59,1,0,0,1,0,0,1.0,4.0
61b07fa1-deae-4b3a-bda3-792bf86afb84,13,no,FR,10,yes,142.57.123.230,12,3-3-6-1-9,UTC+8,55,1,0,1,0,1,0,8.0,5.0
81907760-2c61-4b4a-8410-e039d726cb2b,12,no,JP,2,no,195.59.193.17,15,8-3-3-5-8,UTC+3,44,0,0,0,0,0,0,3.0,2.0
7dc9fc3d-a20e-40fd-9f70-b534d9c16143,17,no,JP,10,yes,161.14.111.51,15,4-4-3-9-4,UTC+8,85,1,0,1,0,1,0,8.0,5.0
d5c9efcd-1efe-4771-a435-b126f83da04f,6,no,DE,5,no,14.45.35.183,1,4-5-7-8-4,UTC+0,94,1,0,0,1,1,0,0.0,6.0
a1885c42-b262-4bd5-9496-bc00031ece3a,7,yes,DE,10,yes,20.245.167.178,14,1-4-1-8-2,UTC-5,42,1,1,1,1,1,0,-5.0,5.0
7fa3b105-03ca-4408-b875-8e15c24d4dfb,18,no,JP,2,no,191.207.149.189,5,1-4-1-5-8,UTC+8,76,0,0,0,0,0,0,8.0,2.0
21ab5c8a-0f8d-4d31-873b-1042ebf01db6,13,yes,DE,2,no,166.169.158.80,2,9-4-8-2-6,UTC+8,108,0,1,0,0,0,0,8.0,0.0
d90a352a-78d3-4686-8bec-abf392e26207,10,no,CN,8,no,60.172.132.131,15,4-2-9-6-3,UTC-5,22,0,0,0,0,1,0,-5.0,4.0
a4f4d641-cd7d-40e1-87d1-0cc09a0d9364,8,yes,EN,8,no,201.139.100.7,13,2-4-2-9-7,UTC-5,62,1,1,0,1,1,0,-5.0,4.0
c938cbe8-ee78-44e9-9830-ec9f105a4602,6,no,CN,8,yes,198.28.149.62,10,6-6-4-6-2,UTC-7,26,0,0,1,1,1,0,-7.0,7.0
e05af791-b452-40f4-a654-84d5a7a3e32c,10,no,DE,5,yes,188.56.177.255,3,3-5-6-4-2,UTC-7,80,1,0,1,0,1,0,-7.0,5.0
6128ac00-7acc-4146-825c-f13970745d19,18,no,DE,6,yes,146.66.41.65,9,4-1-6-5-4,UTC-7,80,1,0,1,0,1,0,-7.0,5.0
296dad25-da41-43aa-bb73-e4eafc45d7e9,12,yes,JP,9,yes,32.193.229.236,12,1-7-6-1-5,UTC+1,80,0,1,1,0,1,0,1.0,3.0
0b517d15-43fd-498c-a05d-0e25d1420377,10,yes,FR,8,yes,115.2.108.199,3,8-5-2-3-1,UTC-5,118,0,1,1,0,1,0,-5.0,3.0
b4acacaa-2c93-4067-908a-1fb158e3eccd,19,yes,JP,7,yes,120.96.0.11,6,4-4-4-7-7,UTC+0,73,0,1,1,0,1,0,0.0,3.0
15ab4ecf-0c5d-4643-97bc-fdedfe912974,9,no,FR,3,no,109.242.50.254,12,7-4-7-4-3,UTC-7,68,1,0,0,1,0,0,-7.0,4.0
0a7217c2-062f-4d8e-a9ec-1c80139ae966,6,yes,ES,7,no,191.96.21.179,4,5-8-1-3-4,UTC+3,85,0,1,0,1,1,0,3.0,4.0
f20273c6-3319-4b82-bbc0-05de2baee52d,19,no,DE,3,no,222.198.175.19,7,3-6-9-8-6,UTC+0,110,0,0,0,0,0,0,0.0,2.0
b826ff14-0354-4272-bf72-ec8a9a33e44c,18,no,CN,10,yes,31.102.119.144,10,5-2-4-7-9,UTC-5,69,1,0,1,0,1,0,-5.0,5.0
2437b15d-d21a-452e-a7ad-63452d0a9e84,14,yes,CN,5,no,218.93.231.188,13,3-5-2-3-6,UTC+0,47,0,1,0,0,1,0,0.0,2.0
79d739b2-9c53-4572-9a81-e1fc97ad0b86,9,no,ES,9,no,160.67.35.233,5,7-6-7-1-6,UTC-5,115,1,0,0,1,1,0,-5.0,6.0
14612c30-8593-435d-acfa-c463c0b6f517,6,yes,JP,4,yes,126.97.205.148,7,9-2-2-8-1,UTC-7,102,0,1,1,1,0,0,-7.0,3.0
d4b49d6a-3b7d-445e-9f38-5b7f3d2d3545,20,yes,CN,4,yes,152.213.67.155,7,4-4-9-8-5,UTC-7,81,0,1,1,0,0,0,-7.0,1.0
9e32d477-cb70-42ed-ad7a-112360df7ec6,17,yes,JP,4,no,176.71.200.24,5,9-5-2-2-6,UTC-7,37,1,1,0,0,0,0,-7.0,0.0
ad8b1e11-3eb1-41cf-b61f-b1413df3da48,15,no,JP,5,yes,213.161.66.144,6,4-9-1-6-5,UTC-7,92,1,0,1,0,1,0,-7.0,5.0
64a7f47a-6def-431a-83f5-048577a9482a,8,yes,DE,7,no,45.9.78.236,2,7-3-5-7-2,UTC+8,28,1,1,0,1,1,0,8.0,4.0
19767c4c-0f46-42fb-80da-9190996725cf,16,no,DE,3,yes,135.232.135.25,3,7-3-8-9-5,UTC+8,87,1,0,1,0,0,0,8.0,3.0
49b3a61f-7dc1-4fbb-9d2b-a1a5b51c17f7,11,no,JP,2,no,14.47.87.223,4,1-4-8-2-7,UTC-5,88,0,0,0,0,0,0,-5.0,2.0
abdfa921-4b59-4935-9e67-9f44451a1a63,16,yes,JP,6,no,131.161.253.194,3,9-6-7-9-9,UTC+3,115,0,1,0,0,1,0,3.0,2.0
429c4ff5-bf27-4217-b982-09b471b95ae5,12,no,FR,6,no,4.132.210.218,3,9-7-4-9-5,UTC+0,89,1,0,0,0,1,0,0.0,4.0
d62cbe0f-2db1-4bc5-8e36-dd6d9a02dca6,12,yes,DE,9,no,30.69.15.99,5,5-2-4-3-2,UTC-7,114,0,1,0,0,1,0,-7.0,2.0
05f6b91c-2805-462a-9f95-0fdcaf71a9fa,14,yes,FR,5,yes,182.36.23.3,6,7-5-6-9-3,UTC+8,28,1,1,1,0,1,0,8.0,3.0
f797f157-11ce-4ee2-911a-8fe697c1f2ea,9,yes,FR,5,no,220.14.51.125,12,8-6-1-9-9,UTC+0,73,1,1,0,1,1,0,0.0,4.0
1ab44fa7-8b15-4ddd-a0bb-4c0697dc6b20,10,yes,EN,5,no,174.224.234.110,3,1-6-4-4-7,UTC+1,96,0,1,0,0,1,0,1.0,2.0
1c409d1a-0d7d-4797-9c31-59f6c74c03ab,8,yes,JP,3,no,222.150.78.56,13,3-5-2-6-1,UTC-5,108,0,1,0,1,0,0,-5.0,2.0
a8d00fca-29bb-426e-8ca7-5a55fe09477e,16,no,FR,2,yes,167.10.147.61,4,8-4-4-8-7,UTC-5,92,1,0,1,0,0,0,-5.0,3.0
2bd16eeb-d442-41a1-9aa4-2884a8348b4c,16,no,ES,10,yes,154.58.15.207,9,9-2-8-3-8,UTC-7,60,1,0,1,0,1,0,-7.0,5.0
0aa42c46-6eac-4e01-ad4e-3e97d914661b,12,no,EN,7,no,205.10.122.235,11,3-5-7-6-5,UTC+1,120,1,0,0,0,1,0,1.0,4.0
15a284da-100c-42c3-9fe8-9c78fae09a1e,11,no,JP,2,no,210.27.162.157,14,4-4-9-7-9,UTC-5,91,0,0,0,0,0,0,-5.0,2.0
c1e7a3e0-f451-4b3d-a5e4-dfccecf364cd,6,yes,ES,8,no,215.30.176.232,10,8-2-4-6-5,UTC+1,99,1,1,0,1,1,0,1.0,4.0
dcdaf97e-9b12-41cd-8f97-5f65e7727d06,9,no,EN,1,no,28.193.174.101,11,3-5-9-9-8,UTC+0,39,1,0,0,1,0,0,0.0,4.0
9d6f4deb-06c8-43eb-924d-e85a229a32f9,9,yes,EN,3,yes,176.142.179.205,6,4-9-3-1-3,UTC+0,33,0,1,1,1,0,0,0.0,3.0
1507cd1e-4a56-40f4-a09d-2e061372a821,14,yes,ES,7,no,32.94.125.107,5,3-6-1-9-1,UTC+3,66,0,1,0,0,1,0,3.0,2.0
927ea798-d5fa-49db-8fae-3ff03315d190,17,no,JP,3,no,218.46.47.28,5,7-6-3-2-8,UTC-5,91,0,0,0,0,0,0,-5.0,2.0
60e30423-4a2d-4f34-b972-85169044897a,8,yes,EN,1,no,189.29.200.158,5,4-6-7-9-1,UTC+8,109,0,1,0,1,0,0,8.0,2.0
b5c4668b-da1f-44ad-bfe2-07eb35a88eee,19,no,ES,8,no,215.202.186.44,5,9-7-9-2-8,UTC+3,62,1,0,0,0,1,0,3.0,4.0
943c73a0-e9ae-4809-8592-717d26938d38,9,yes,CN,4,yes,216.249.108.3,10,9-6-8-5-6,UTC+3,115,0,1,1,1,0,0,3.0,3.0
21b10f3a-bfad-44b8-987c-d1863e9fea63,17,yes,EN,3,yes,46.7.44.228,10,3-8-6-3-7,UTC+3,56,0,1,1,0,0,0,3.0,1.0
40eacff0-f464-4332-8a69-a14fc71efec5,6,yes,JP,8,yes,28.192.242.192,5,4-3-8-9-6,UTC-7,63,1,1,1,1,1,0,-7.0,5.0
2af36dbb-c314-4dd9-828d-8e774e8a1db5,7,no,JP,7,no,205.200.38.164,14,6-1-6-6-6,UTC+0,94,1,0,0,1,1,0,0.0,6.0
7d3d880b-6636-43fc-ae3c-ae6a584d4685,19,no,CN,5,no,209.198.185.12,10,1-9-6-5-1,UTC-7,66,1,0,0,0,1,0,-7.0,4.0
5533c3b1-4c61-4e65-8c74-b95d30f4b78c,15,yes,FR,9,yes,221.105.12.105,12,4-5-7-5-3,UTC-5,62,0,1,1,0,1,0,-5.0,3.0
f69f9693-0708-4671-b423-3ea608a9394a,17,no,JP,10,yes,37.223.171.58,4,6-3-5-5-2,UTC+0,44,1,0,1,0,1,0,0.0,5.0
419ef2d5-d2c0-43e7-b319-9f1ccb773c9d,15,no,EN,5,yes,192.97.104.25,14,7-1-6-2-3,UTC+8,109,1,0,1,0,1,0,8.0,5.0
8ed7c76b-653c-4a85-8558-194b7b3d2a2b,7,no,DE,9,no,197.8.115.113,9,1-4-7-5-9,UTC+1,44,1,0,0,1,1,0,1.0,6.0
02df7be8-c002-4188-85b7-2ca706006e6a,20,no,ES,4,no,196.244.135.212,12,5-9-9-7-2,UTC-5,69,0,0,0,0,0,0,-5.0,2.0
6367b44f-2e5a-4822-a14f-e164a85b2e33,6,no,FR,7,yes,163.146.14.250,11,3-3-8-5-6,UTC-5,51,1,0,1,1,1,0,-5.0,7.0
b593a331-b325-4083-906d-27470389e96a,9,no,DE,1,no,131.158.155.214,2,9-1-7-6-4,UTC+3,78,1,0,0,1,0,0,3.0,4.0
277adabd-097b-453c-b80c-63e7f21ec06b,15,no,EN,8,no,202.176.36.22,13,8-4-5-2-7,UTC-5,77,1,0,0,0,1,0,-5.0,4.0
461196b4-7764-4fd7-b30a-8a483d0d0a11,6,yes,DE,1,yes,223.132.232.179,7,3-6-6-9-5,UTC-7,33,0,1,1,1,0,0,-7.0,3.0
da7eb686-9118-48c1-af57-dcc651cde52e,15,no,ES,3,yes,215.35.13.29,5,4-8-7-3-1,UTC+0,120,0,0,1,0,0,0,0.0,3.0
c28f5627-0793-4df0-996f-b5e66b3fe011,12,yes,ES,7,no,201.58.32.31,15,9-6-7-1-1,UTC+1,24,0,1,0,0,1,0,1.0,2.0
aa1441ee-f116-436b-abc1-d03f452b33cc,13,no,CN,3,yes,165.244.35.176,15,4-2-8-5-5,UTC+8,49,0,0,1,0,0,0,8.0,3.0
bbb8da48-6239-4cfb-97c7-062834d19ff4,19,no,EN,1,no,167.121.104.20,4,7-6-9-6-2,UTC+0,85,0,0,0,0,0,0,0.0,2.0
1a1bceda-4d3e-423f-919b-0976acc0b7ec,10,yes,EN,2,yes,176.218.111.93,15,8-3-2-2-2,UTC-7,115,1,1,1,0,0,0,-7.0,1.0
41abcd6c-c654-4355-96c6-4cea90798527,9,yes,DE,8,yes,159.13.61.34,8,4-2-1-1-5,UTC+0,94,1,1,1,1,1,0,0.0,5.0
82a1458e-d69a-4ee4-b705-987c15b5c975,15,no,DE,10,yes,39.233.159.147,9,1-4-8-4-1,UTC+8,30,1,0,1,0,1,0,8.0,5.0
b0bc8587-da4e-4c3d-a1d4-95d9feff038f,14,no,CN,6,yes,14.255.156.107,1,5-5-7-3-3,UTC+0,55,1,0,1,0,1,0,0.0,5.0
a190d9ab-1f1c-403f-b769-62635aaa8e5b,7,no,CN,6,yes,58.246.32.129,9,3-9-6-9-5,UTC-7,51,0,0,1,1,1,0,-7.0,7.0
bb99d0a3-17de-48dd-b6d9-ecac6f963682,13,no,JP,9,yes,77.124.33.14,11,2-2-9-2-3,UTC+3,85,1,0,1,0,1,0,3.0,5.0
83e14a5f-923c-4fec-9dd0-98653ccb1f8d,7,yes,ES,10,yes,188.49.89.174,9,4-3-7-6-9,UTC-5,60,1,1,1,1,1,0,-5.0,5.0
2f6418e3-a09c-4d38-aff3-4ee2ce473b9a,10,no,DE,4,no,129.136.166.217,4,7-7-9-8-5,UTC+1,65,0,0,0,0,0,0,1.0,2.0
4a9aae88-087d-45d9-bb1e-ae6e693162fa,20,yes,JP,9,no,76.164.49.240,15,6-4-1-9-1,UTC+1,114,0,1,0,0,1,0,1.0,2.0
f58014b8-e102-4af9-b9f5-7ee0982eb04f,15,no,CN,4,no,8.222.92.180,5,5-9-1-1-6,UTC+8,115,0,0,0,0,0,0,8.0,2.0
fa96ccc6-755f-4dda-9618-b35819028948,11,no,JP,9,yes,219.48.118.135,14,4-1-6-9-4,UTC+0,56,1,0,1,0,1,0,0.0,5.0
